iter	MultiClass
338	0.1573983222
339	0.1569422923
340	0.1563636132
341	0.1557975515
342	0.1555858207
343	0.1547565125
344	0.1542899148
345	0.1538593962
346	0.1532810724
347	0.1529341253
348	0.1525762244
349	0.1521379482
350	0.1517437199
351	0.1509658267
352	0.1505659743
353	0.1502698401
354	0.1495229929
355	0.1491129529
356	0.1487715311
357	0.1484654356
358	0.1480504098
359	0.1474743099
360	0.1469276654
361	0.1466825256
362	0.1461990732
363	0.1457297079
364	0.1452573853
365	0.1446721655
366	0.1443705067
367	0.1438852838
368	0.1433932371
369	0.1428708658
370	0.1426259769
371	0.1421261239
372	0.1416465864
373	0.141255358
374	0.1409092061
375	0.1403774937
376	0.1396350072
377	0.1392204079
378	0.1388376765
379	0.1382840582
380	0.1377819806
381	0.1373475798
382	0.1368072691
383	0.1365671334
384	0.1361738918
385	0.1358384102
386	0.1353825546
387	0.1350386545
388	0.1347384223
389	0.1342908102
390	0.1338635453
391	0.1336508768
392	0.1328697542
393	0.1324307911
394	0.1318740102
395	0.1315442736
396	0.130876795
397	0.1306398578
398	0.1299543433
399	0.1293488791
400	0.1289151775
401	0.1285146042
402	0.1283687763
403	0.1278582001
404	0.1273428868
405	0.1270557541
406	0.1265651917
407	0.1260429462
408	0.1256008579
409	0.1254649146
410	0.1248684185
411	0.1243095189
412	0.1237883297
413	0.1233372834
414	0.122912165
415	0.1222446248
416	0.1219317146
417	0.1214043295
418	0.1210540596
419	0.1207884241
420	0.1204293191
421	0.1201695157
422	0.1198879171
423	0.1195738364
424	0.1189651117
425	0.1186755022
426	0.1182602556
427	0.1180325563
428	0.1178673135
429	0.1175134613
430	0.1174662055
431	0.1171699228
432	0.1167290922
433	0.1164930718
434	0.1159576684
435	0.1158520925
436	0.1155822173
437	0.1153214791
438	0.1149192183
439	0.114499897
440	0.1142575763
441	0.1138890767
442	0.1136428369
443	0.113502665
444	0.1132750921
445	0.1130112725
446	0.1127170193
447	0.1124981957
448	0.1121045937
449	0.1118086441
450	0.1114462809
451	0.111036576
452	0.1108142764
453	0.1103761194
454	0.11000055
455	0.1097119616
456	0.1093461674
457	0.109002417
458	0.1086250018
459	0.1081643522
460	0.107994133
461	0.1076821037
462	0.1074244976
463	0.1069998846
464	0.1067634948
465	0.1063507549
466	0.1061645727
467	0.1057126628
468	0.105444977
469	0.1052574288
470	0.1049552938
471	0.104782997
472	0.1044926582
473	0.1042053138
474	0.1039495896
475	0.1037088668
476	0.1035016702
477	0.1032529022
478	0.1029129843
479	0.1027278357
480	0.1023190425
481	0.1019957359
482	0.1017345023
483	0.1015107802
484	0.1012467105
485	0.1008764888
486	0.1006698182
487	0.1004203715
488	0.1002789084
489	0.1001016372
490	0.09979238984
491	0.09952973315
492	0.09928294181
493	0.09907449406
494	0.09893896012
495	0.09877369791
496	0.09868186385
497	0.09853869501
498	0.09821813025
499	0.0978318326
500	0.09757837787
501	0.09735486426
502	0.09726839649
503	0.09683233678
504	0.09662343078
505	0.09636304462
506	0.09616566211
507	0.0959490344
508	0.09572180033
509	0.09551553006
510	0.09524082506
511	0.09496399562
512	0.0949373768
513	0.0947355951
514	0.09446928663
515	0.09427630884
516	0.09420212081
517	0.0940470451
518	0.09393930167
519	0.09371223058
520	0.09351237892
521	0.09337503334
522	0.09319123735
523	0.09304983129
524	0.09283490686
525	0.09250789811
526	0.09222725204
527	0.09197080321
528	0.09181386715
529	0.09153807912
530	0.09126824923
531	0.09111369476
532	0.0908755569
533	0.09079914141
534	0.09053256074
535	0.0902726631
536	0.09006156111
537	0.08981462045
538	0.08967864295
539	0.08961408939
540	0.08949147966
541	0.08928079063
542	0.08907238581
543	0.08903722739
544	0.08880374432
545	0.08862040142
546	0.08832054286
547	0.08821932285
548	0.08804297863
549	0.08799007316
550	0.08763889672
551	0.08744328013
552	0.08717582451
553	0.08709514299
554	0.08680524733
555	0.08658961053
556	0.08621342781
557	0.08602389426
558	0.08591057228
559	0.08563550986
560	0.08537200059
561	0.08522990988
562	0.08508909769
563	0.08502577967
564	0.08492924688
565	0.08466389106
566	0.08444503035
567	0.0843095991
568	0.08411935254
569	0.08400436198
570	0.08386832102
571	0.08382547655
572	0.08355680932
573	0.08350298267
574	0.08327481688
575	0.0830190256
576	0.08277605578
577	0.08262756285
578	0.08258734437
579	0.08254203904
580	0.08231846552
581	0.08207942881
582	0.08176163669
583	0.08159023269
584	0.08152225779
585	0.08149385591
586	0.08124661117
587	0.08100755541
588	0.08089854534
589	0.08084321258
590	0.08057263396
591	0.08028065376
592	0.08003032614
593	0.07981258549
594	0.07969429619
595	0.07957401444
596	0.07938510281
597	0.07933885647
598	0.07927643716
599	0.07906371067
600	0.07886570977
601	0.07868598216
602	0.07852739046
603	0.07843482499
604	0.07826807672
605	0.07823511692
606	0.0780364086
607	0.07777001353
608	0.07765369146
609	0.07757748605
610	0.07735368275
611	0.07708313845
612	0.07684929335
613	0.07677504034
614	0.07663730796
615	0.07650691699
616	0.07642980908
617	0.07637619453
618	0.07617300827
619	0.07608553529
620	0.07600237223
621	0.07586980957
622	0.07576891242
623	0.07549313589
624	0.07541841286
625	0.07524021392
626	0.07505670402
627	0.07500277403
628	0.07487650645
629	0.07464930505
630	0.07448610379
631	0.07435188437
632	0.07413197269
633	0.07386146225
634	0.07378473958
635	0.07362207686
636	0.07347994754
637	0.07334172245
638	0.07318977914
639	0.07299013261
640	0.07289696072
641	0.07275266434
642	0.0725162342
643	0.07235749275
644	0.07227320119
645	0.07223065171
646	0.07208608826
647	0.07193149716
648	0.07176576984
649	0.07164609318
650	0.07146556191
651	0.07140141972
652	0.07138495493
653	0.07123864284
654	0.0710679243
655	0.07096844645
656	0.07084462845
657	0.07069913336
658	0.07068672649
659	0.07052568947
660	0.07043147614
661	0.0703441205
662	0.07026457869
663	0.07013832564
664	0.07010454712
665	0.07009895566
666	0.06996159199
667	0.06992428612
668	0.06982021964
669	0.06969089851
670	0.0695869632
671	0.06944100453
672	0.06925492127
673	0.06921357838
674	0.06913639714
675	0.06901670463
676	0.06892012771
677	0.06884656926
678	0.06868558739
679	0.06854651948
680	0.06844798548
681	0.06831859127
682	0.06823516533
683	0.06809996002
684	0.06799016662
685	0.0678416431
686	0.0676564347
687	0.06750782443
688	0.06742231609
689	0.06740529395
690	0.06722390203
691	0.06708451017
692	0.06691580246
693	0.06672554796
694	0.06661347775
695	0.0664684058
696	0.06633791925
697	0.06617270101
698	0.06611984023
699	0.06600731806
700	0.06580452124
701	0.06574217524
702	0.06563057023
703	0.06548514856
704	0.06539130836
705	0.06525802458
706	0.06506766407
707	0.06506075753
708	0.06498326277
709	0.06487379167
710	0.0648289091
711	0.06471877513
712	0.06453575324
713	0.0644769369
714	0.06437886508
715	0.06430232413
716	0.06428155737
717	0.06411210582
718	0.06405734616
719	0.06403138871
720	0.06401648919
721	0.06389518845
722	0.06388763153
723	0.06387147203
724	0.06369048106
725	0.06352259419
726	0.06344848503
727	0.06331145162
728	0.06325671592
729	0.06315101208
730	0.06312448065
731	0.06301003451
732	0.06297167684
733	0.06282569476
734	0.06277567098
735	0.06273763473
736	0.06265069129
737	0.06252678318
738	0.06234435275
739	0.0622788743
740	0.06218589371
741	0.06210756868
742	0.06204380077
743	0.06186942872
744	0.06170607198
745	0.06169758887
746	0.06157433698
747	0.06143783292
748	0.06132828638
749	0.0612429328
750	0.06121136865
751	0.0611764936
752	0.06113477034
753	0.06107932018
754	0.06103951673
755	0.06098957634
756	0.06088716004
757	0.06077310472
758	0.06065904834
759	0.06057224637
760	0.06037432953
761	0.06033838957
762	0.06027319474
763	0.06016325183
764	0.06012449211
765	0.06005692036
766	0.06003125256
767	0.06000525514
768	0.05994012492
769	0.05990282631
770	0.05986815969
771	0.05978723183
772	0.05973142269
773	0.05966751747
774	0.05955080629
775	0.0594703001
776	0.05939288317
777	0.05927403222
778	0.05921952996
779	0.05919701945
780	0.05908745421
781	0.05898842825
782	0.05890579438
783	0.0588892407
784	0.05878951378
785	0.05875580653
786	0.0587091455
787	0.05869573247
788	0.05856930648
789	0.05845055919
790	0.05839518031
791	0.05824144819
792	0.0581355235
793	0.05810732317
794	0.05807321487
795	0.05802348877
796	0.05801229733
797	0.05790005478
798	0.05781771622
799	0.05772255961
800	0.05756069011
801	0.05745623535
802	0.05732842844
803	0.05725701748
804	0.0571978599
805	0.0571007083
806	0.05706835615
807	0.05698928783
808	0.05691577352
809	0.05690472967
810	0.05683018441
811	0.05672611286
812	0.05671305391
813	0.05664330422
814	0.05663786476
815	0.05648080983
816	0.05644490083
817	0.05632583815
818	0.05620333909
819	0.05611774625
820	0.05609465187
821	0.05602107041
822	0.05592318209
823	0.05587956244
824	0.05583418095
825	0.0557055293
826	0.05564532952
827	0.05555964986
828	0.0554706983
829	0.0553899236
830	0.05533675522
831	0.05521015069
832	0.05514164667
833	0.0550588612
834	0.05496900398
835	0.05486167545
836	0.05482253254
837	0.05473041127
838	0.0546711527
839	0.05459887927
840	0.0545685595
841	0.05449594872
842	0.05439216729
843	0.05427879805
844	0.05416031297
845	0.05414239249
846	0.05410381502
847	0.05398431666
848	0.05396825328
849	0.0539153242
850	0.05390334544
851	0.05381805823
852	0.05374964372
853	0.05374477245
854	0.05366549098
855	0.05364840829
856	0.05357918
857	0.0534509615
858	0.05344688376
859	0.05336658004
860	0.05324875529
861	0.05321966946
862	0.05313549459
863	0.05303072143
864	0.05301701306
865	0.05298347393
866	0.05297258194
867	0.05292178844
868	0.05291664006
869	0.0528170477
870	0.05275091012
871	0.05270820776
872	0.05261933001
873	0.05255190631
874	0.05245274724
875	0.05237505738
876	0.05230085705
877	0.05219260055
878	0.05208385241
879	0.05206467929
880	0.05203522752
881	0.05195830875
882	0.05184243078
883	0.05174002924
884	0.0516740288
885	0.05161783388
886	0.05158704279
887	0.05151788645
888	0.05146986634
889	0.0514012966
890	0.05131678393
891	0.05121069172
892	0.05119612349
893	0.05108494965
894	0.05103081294
895	0.05098952728
896	0.05092317622
897	0.05083140831
898	0.0507154787
899	0.05060033116
900	0.05050167037
901	0.05039415391
902	0.05035105575
903	0.0502296618
904	0.05017533629
905	0.05015589586
906	0.05011506569
907	0.05008055408
908	0.05001606189
909	0.04998005873
910	0.04995956584
911	0.04990379877
912	0.04984906669
913	0.04977186025
914	0.04971102389
915	0.04970599033
916	0.04960706974
917	0.04949224007
918	0.04939469151
919	0.04934698628
920	0.04929077997
921	0.04925891897
922	0.0492471186
923	0.04921235001
924	0.04913147364
925	0.04906143995
926	0.04896823227
927	0.04890909408
928	0.04884259858
929	0.04878711951
930	0.0487294445
931	0.04868257628
932	0.04867623618
933	0.04867064209
934	0.04855907171
935	0.04848975159
936	0.04843704816
937	0.04841040845
938	0.04839319342
939	0.04839069147
940	0.04835497463
941	0.04826209557
942	0.04819942595
943	0.04818888836
944	0.04818332706
945	0.0481045466
946	0.04806728543
947	0.04793384658
948	0.04782066855
949	0.04781480414
950	0.04781245429
951	0.04780806637
952	0.04769859096
953	0.04768213663
954	0.04765321959
955	0.04760586223
956	0.04751957494
957	0.0474296979
958	0.04737092313
959	0.04730573015
960	0.04721326418
961	0.04718548546
962	0.04715582609
963	0.04705242658
964	0.04695699788
965	0.04688801178
966	0.04684990038
967	0.04682557461
968	0.04681603076
969	0.04680514213
970	0.04679418066
971	0.0467083859
972	0.04661514055
973	0.04655386695
974	0.04654211812
975	0.0464928619
976	0.0464546878
977	0.04645008354
978	0.04640948315
979	0.04639739409
980	0.04638361074
981	0.0463015165
982	0.0462848332
983	0.04618953491
984	0.04617463211
985	0.04609785524
986	0.04607736048
987	0.04605298242
988	0.0460103356
989	0.04598615174
990	0.04595687239
991	0.0458417509
992	0.04574922048
993	0.04565728503
994	0.04562498764
995	0.04553735151
996	0.04548413922
997	0.0454686461
998	0.04546486839
999	0.0453824841
